Annotation	Gene	Input
GO:0003677_DNA binding	Npas4	1	
GO:0046982_protein heterodimerization activity	Npas4	1	
GO:0046982_protein heterodimerization activity	Npas4	1	
GO:0046983_protein dimerization activity	Npas4	1	
GO:0005515_protein binding	Lrfn4	1	
GO:0003677_DNA binding	Kdm2a	1	
GO:0008270_zinc ion binding	Kdm2a	1	
GO:0016491_oxidoreductase activity	Kdm2a	1	
GO:0045322_unmethylated CpG binding	Kdm2a	1	
GO:0046872_metal ion binding	Kdm2a	1	
GO:0051213_dioxygenase activity	Kdm2a	1	
GO:0051864_histone demethylase activity (H3-K36 specific)	Kdm2a	1	
GO:0003674_molecular_function	Gstp3	1	
GO:0003954_NADH dehydrogenase activity	Ndufs8	1	
GO:0008137_NADH dehydrogenase (ubiquinone) activity	Ndufs8	1	
GO:0016491_oxidoreductase activity	Ndufs8	1	
GO:0016651_oxidoreductase activity, acting on NAD(P)H	Ndufs8	1	
GO:0046872_metal ion binding	Ndufs8	1	
GO:0051536_iron-sulfur cluster binding	Ndufs8	1	
GO:0051539_4 iron, 4 sulfur cluster binding	Ndufs8	1	
GO:0008168_methyltransferase activity	Kmt5b	1	
GO:0016740_transferase activity	Kmt5b	1	
GO:0018024_histone-lysine N-methyltransferase activity	Kmt5b	1	
GO:0042799_histone methyltransferase activity (H4-K20 specific)	Kmt5b	1	
GO:0003713_transcription coactivator activity	Taf6l	1	
GO:0004402_histone acetyltransferase activity	Taf6l	1	
GO:0031593_polyubiquitin binding	Ubxn1	1	
GO:0031625_ubiquitin protein ligase binding	Ubxn1	1	
GO:0036435_K48-linked polyubiquitin binding	Ubxn1	1	
GO:0043130_ubiquitin binding	Ubxn1	1	
GO:0051117_ATPase binding	Ubxn1	1	
GO:0071796_K6-linked polyubiquitin binding	Ubxn1	1	
GO:0008017_microtubule binding	Eml3	1	
GO:0003677_DNA binding	Myrf	1	
GO:0003700_transcription factor activity, sequence-specific DNA binding	Myrf	1	
GO:0008233_peptidase activity	Myrf	1	
GO:0016787_hydrolase activity	Myrf	1	
GO:0043565_sequence-specific DNA binding	Myrf	1	
GO:0016491_oxidoreductase activity	Cyb561a3	1	
GO:0046872_metal ion binding	Cyb561a3	1	
GO:0000166_nucleotide binding	Tkfc	1	
GO:0003824_catalytic activity	Tkfc	1	
GO:0004371_glycerone kinase activity	Tkfc	1	
GO:0005515_protein binding	Tkfc	1	
GO:0005524_ATP binding	Tkfc	1	
GO:0016301_kinase activity	Tkfc	1	
GO:0016740_transferase activity	Tkfc	1	
GO:0016829_lyase activity	Tkfc	1	
GO:0034012_FAD-AMP lyase (cyclizing) activity	Tkfc	1	
GO:0046872_metal ion binding	Tkfc	1	
GO:0050354_triokinase activity	Tkfc	1	
GO:0050354_triokinase activity	Tkfc	1	
GO:0003674_molecular_function	Oosp2	1	
GO:0003674_molecular_function	Oosp3	1	
GO:0002151_G-quadruplex RNA binding	Patl1	1	
GO:0003723_RNA binding	Patl1	1	
GO:0003723_RNA binding	Patl1	1	
GO:0008266_poly(U) RNA binding	Patl1	1	
GO:0030371_translation repressor activity	Patl1	1	
GO:0034046_poly(G) binding	Patl1	1	
GO:0000166_nucleotide binding	Nmrk1	1	
GO:0005524_ATP binding	Nmrk1	1	
GO:0016301_kinase activity	Nmrk1	1	
GO:0016740_transferase activity	Nmrk1	1	
GO:0046872_metal ion binding	Nmrk1	1	
GO:0050262_ribosylnicotinamide kinase activity	Nmrk1	1	
GO:0061769_ribosylnicotinate kinase activity	Nmrk1	1	
GO:0003674_molecular_function	D030056L22Rik	1	
GO:0000166_nucleotide binding	Trpm6	1	
GO:0004674_protein serine/threonine kinase activity	Trpm6	1	
GO:0005216_ion channel activity	Trpm6	1	
GO:0005261_cation channel activity	Trpm6	1	
GO:0005262_calcium channel activity	Trpm6	1	
GO:0005524_ATP binding	Trpm6	1	
GO:0016301_kinase activity	Trpm6	1	
GO:0016740_transferase activity	Trpm6	1	
GO:0046872_metal ion binding	Trpm6	1	
GO:0003677_DNA binding	Rorb	1	
GO:0003700_transcription factor activity, sequence-specific DNA binding	Rorb	1	
GO:0003700_transcription factor activity, sequence-specific DNA binding	Rorb	1	
GO:0003707_steroid hormone receptor activity	Rorb	1	
GO:0004879_RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	Rorb	1	
GO:0005515_protein binding	Rorb	1	
GO:0008134_transcription factor binding	Rorb	1	
GO:0008270_zinc ion binding	Rorb	1	
GO:0008502_melatonin receptor activity	Rorb	1	
GO:0043565_sequence-specific DNA binding	Rorb	1	
GO:0046872_metal ion binding	Rorb	1	
GO:0003674_molecular_function	Abhd17b	1	
GO:0016787_hydrolase activity	Abhd17b	1	
GO:0005261_cation channel activity	Trpm3	1	
GO:0000166_nucleotide binding	Smc5	1	
GO:0003674_molecular_function	Smc5	1	
GO:0005524_ATP binding	Smc5	1	
GO:0003674_molecular_function	Tmem252	1	
GO:0000287_magnesium ion binding	Pgm5	1	
GO:0004614_phosphoglucomutase activity	Pgm5	1	
GO:0005515_protein binding	Pgm5	1	
GO:0016868_intramolecular transferase activity, phosphotransferases	Pgm5	1	
GO:0046872_metal ion binding	Pgm5	1	
GO:0000166_nucleotide binding	Cbwd1	1	
GO:0003674_molecular_function	Cbwd1	1	
GO:0005524_ATP binding	Cbwd1	1	
GO:0000977_RNA polymerase II regulatory region sequence-specific DNA binding	Dmrt2	1	
GO:0003677_DNA binding	Dmrt2	1	
GO:0003700_transcription factor activity, sequence-specific DNA binding	Dmrt2	1	
GO:0042803_protein homodimerization activity	Dmrt2	1	
GO:0043565_sequence-specific DNA binding	Dmrt2	1	
GO:0046872_metal ion binding	Dmrt2	1	
GO:0000977_RNA polymerase II regulatory region sequence-specific DNA binding	Glis3	1	
GO:0000978_RNA polymerase II core promoter proximal region sequence-specific DNA binding	Glis3	1	
GO:0001077_transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding	Glis3	1	
GO:0001078_transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding	Glis3	1	
GO:0001078_transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding	Glis3	1	
GO:0003676_nucleic acid binding	Glis3	1	
GO:0003677_DNA binding	Glis3	1	
GO:0003700_transcription factor activity, sequence-specific DNA binding	Glis3	1	
GO:0046872_metal ion binding	Glis3	1	
GO:0005085_guanyl-nucleotide exchange factor activity	Ric1	1	
GO:0017112_Rab guanyl-nucleotide exchange factor activity	Ric1	1	
GO:0017112_Rab guanyl-nucleotide exchange factor activity	Ric1	1	
GO:0017137_Rab GTPase binding	Ric1	1	
GO:0017137_Rab GTPase binding	Ric1	1	
GO:0003674_molecular_function	Ermp1	1	
GO:0008233_peptidase activity	Ermp1	1	
GO:0008237_metallopeptidase activity	Ermp1	1	
GO:0016787_hydrolase activity	Ermp1	1	
GO:0046872_metal ion binding	Ermp1	1	
GO:0004842_ubiquitin-protein transferase activity	Hectd2	1	
GO:0016740_transferase activity	Hectd2	1	
GO:0005543_phospholipid binding	Myof	1	
GO:0005543_phospholipid binding	Myof	1	
GO:0004497_monooxygenase activity	Cyp2c70	1	
GO:0005506_iron ion binding	Cyp2c70	1	
GO:0008392_arachidonic acid epoxygenase activity	Cyp2c70	1	
GO:0016491_oxidoreductase activity	Cyp2c70	1	
GO:0016705_oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	Cyp2c70	1	
GO:0020037_heme binding	Cyp2c70	1	
GO:0046872_metal ion binding	Cyp2c70	1	
GO:0070330_aromatase activity	Cyp2c70	1	
GO:0003674_molecular_function	Opalin	1	
GO:0003674_molecular_function	AI606181	1	
GO:0003674_molecular_function	Ubtd1	1	
GO:0043130_ubiquitin binding	Ubtd1	1	
GO:0003674_molecular_function	Morn4	1	
GO:0004129_cytochrome-c oxidase activity	Cox15	1	
GO:0016627_oxidoreductase activity, acting on the CH-CH group of donors	Cox15	1	
GO:0008392_arachidonic acid epoxygenase activity	Cyp2c44	1	
GO:0008392_arachidonic acid epoxygenase activity	Cyp2c44	1	
GO:0008289_lipid binding	Erlin1	1	
GO:0015485_cholesterol binding	Erlin1	1	
GO:0015485_cholesterol binding	Erlin1	1	
GO:0031625_ubiquitin protein ligase binding	Erlin1	1	
GO:0031625_ubiquitin protein ligase binding	Fam178a	1	
GO:0032403_protein complex binding	Fam178a	1	
GO:0000166_nucleotide binding	Twnk	1	
GO:0002020_protease binding	Twnk	1	
GO:0003678_DNA helicase activity	Twnk	1	
GO:0003678_DNA helicase activity	Twnk	1	
GO:0003697_single-stranded DNA binding	Twnk	1	
GO:0004386_helicase activity	Twnk	1	
GO:0005524_ATP binding	Twnk	1	
GO:0016787_hydrolase activity	Twnk	1	
GO:0043139_5'-3' DNA helicase activity	Twnk	1	
GO:0003674_molecular_function	Dpcd	1	
GO:0001104_RNA polymerase II transcription cofactor activity	Pprc1	1	
GO:0003676_nucleic acid binding	Pprc1	1	
GO:0003723_RNA binding	Pprc1	1	
GO:0008134_transcription factor binding	Pprc1	1	
GO:0030374_ligand-dependent nuclear receptor transcription coactivator activity	Pprc1	1	
GO:0003674_molecular_function	Wbp1l	1	
GO:0005198_structural molecule activity	Ina	1	
GO:0005515_protein binding	Ina	1	
GO:0046982_protein heterodimerization activity	Ina	1	
GO:0003677_DNA binding	Taf5	1	
GO:0003700_transcription factor activity, sequence-specific DNA binding	Taf5	1	
GO:0003700_transcription factor activity, sequence-specific DNA binding	Taf5	1	
GO:0004402_histone acetyltransferase activity	Taf5	1	
GO:0044212_transcription regulatory region DNA binding	Taf5	1	
GO:0046983_protein dimerization activity	Taf5	1	
GO:0004252_serine-type endopeptidase activity	Habp2	1	
GO:0005509_calcium ion binding	Habp2	1	
GO:0008233_peptidase activity	Habp2	1	
GO:0008236_serine-type peptidase activity	Habp2	1	
GO:0016787_hydrolase activity	Habp2	1	
GO:0003674_molecular_function	Plekhs1	1	
GO:0017124_SH3 domain binding	Afap1l2	1	
GO:0030296_protein tyrosine kinase activator activity	Afap1l2	1	
GO:0035591_signaling adaptor activity	Afap1l2	1	
GO:0042169_SH2 domain binding	Afap1l2	1	
GO:0003779_actin binding	Ablim1	1	
GO:0005515_protein binding	Ablim1	1	
GO:0008270_zinc ion binding	Ablim1	1	
GO:0046872_metal ion binding	Ablim1	1	
GO:0003674_molecular_function	Fam160b1	1	
GO:0005515_protein binding	Atrnl1	1	
GO:0030246_carbohydrate binding	Atrnl1	1	
GO:0000287_magnesium ion binding	Eno4	1	
GO:0004634_phosphopyruvate hydratase activity	Eno4	1	
GO:0005515_protein binding	Eno4	1	
GO:0016829_lyase activity	Eno4	1	
GO:0046982_protein heterodimerization activity	Eno4	1	
GO:0004871_signal transducer activity	Prlhr	1	
GO:0004930_G-protein coupled receptor activity	Prlhr	1	
GO:0004930_G-protein coupled receptor activity	Prlhr	1	
GO:0004983_neuropeptide Y receptor activity	Prlhr	1	
GO:0017046_peptide hormone binding	Prlhr	1	
GO:0004871_signal transducer activity	Npbwr1	1	
GO:0004930_G-protein coupled receptor activity	Npbwr1	1	
GO:0008188_neuropeptide receptor activity	Npbwr1	1	
GO:0042923_neuropeptide binding	Npbwr1	1	
GO:0003674_molecular_function	Tmem185b	1	
GO:0005200_structural constituent of cytoskeleton	Epb41l5	1	
GO:0005515_protein binding	Epb41l5	1	
GO:0008092_cytoskeletal protein binding	Epb41l5	1	
GO:0019904_protein domain specific binding	Epb41l5	1	
GO:0005516_calmodulin binding	Cfap221	1	
GO:0005515_protein binding	C1ql2	1	
GO:0042802_identical protein binding	C1ql2	1	
GO:0005096_GTPase activator activity	Rab3gap1	1	
GO:0005096_GTPase activator activity	Rab3gap1	1	
GO:0017112_Rab guanyl-nucleotide exchange factor activity	Rab3gap1	1	
GO:0017137_Rab GTPase binding	Rab3gap1	1	
GO:0000166_nucleotide binding	Zranb3	1	
GO:0003676_nucleic acid binding	Zranb3	1	
GO:0003824_catalytic activity	Zranb3	1	
GO:0004386_helicase activity	Zranb3	1	
GO:0004518_nuclease activity	Zranb3	1	
GO:0004519_endonuclease activity	Zranb3	1	
GO:0004520_endodeoxyribonuclease activity	Zranb3	1	
GO:0005524_ATP binding	Zranb3	1	
GO:0008270_zinc ion binding	Zranb3	1	
GO:0016787_hydrolase activity	Zranb3	1	
GO:0036310_annealing helicase activity	Zranb3	1	
GO:0046872_metal ion binding	Zranb3	1	
GO:0070530_K63-linked polyubiquitin binding	Zranb3	1	
GO:0003723_RNA binding	R3hdm1	1	
GO:0000016_lactase activity	Lct	1	
GO:0000016_lactase activity	Lct	1	
GO:0008422_beta-glucosidase activity	Lct	1	
GO:0016740_transferase activity	Lct	1	
GO:0000166_nucleotide binding	Dars	1	
GO:0003676_nucleic acid binding	Dars	1	
GO:0003723_RNA binding	Dars	1	
GO:0004812_aminoacyl-tRNA ligase activity	Dars	1	
GO:0004815_aspartate-tRNA ligase activity	Dars	1	
GO:0005524_ATP binding	Dars	1	
GO:0016874_ligase activity	Dars	1	
GO:0004843_thiol-dependent ubiquitin-specific protease activity	Yod1	1	
GO:0004843_thiol-dependent ubiquitin-specific protease activity	Yod1	1	
GO:0008233_peptidase activity	Yod1	1	
GO:0008234_cysteine-type peptidase activity	Yod1	1	
GO:0016787_hydrolase activity	Yod1	1	
GO:0031625_ubiquitin protein ligase binding	Yod1	1	
GO:0036459_thiol-dependent ubiquitinyl hydrolase activity	Yod1	1	
GO:0046872_metal ion binding	Yod1	1	
GO:1904265_ubiquitin-specific protease activity involved in negative regulation of retrograde protein transport, ER to cytosol	Yod1	1	
GO:1990380_Lys48-specific deubiquitinase activity	Yod1	1	
GO:0000166_nucleotide binding	Dyrk3	1	
GO:0000287_magnesium ion binding	Dyrk3	1	
GO:0000287_magnesium ion binding	Dyrk3	1	
GO:0004672_protein kinase activity	Dyrk3	1	
GO:0004672_protein kinase activity	Dyrk3	1	
GO:0004674_protein serine/threonine kinase activity	Dyrk3	1	
GO:0004674_protein serine/threonine kinase activity	Dyrk3	1	
GO:0004712_protein serine/threonine/tyrosine kinase activity	Dyrk3	1	
GO:0004713_protein tyrosine kinase activity	Dyrk3	1	
GO:0005515_protein binding	Dyrk3	1	
GO:0005524_ATP binding	Dyrk3	1	
GO:0005524_ATP binding	Dyrk3	1	
GO:0016301_kinase activity	Dyrk3	1	
GO:0016740_transferase activity	Dyrk3	1	
GO:0046872_metal ion binding	Dyrk3	1	
GO:0000166_nucleotide binding	Rab7b	1	
GO:0003924_GTPase activity	Rab7b	1	
GO:0005525_GTP binding	Rab7b	1	
GO:0000166_nucleotide binding	Rab29	1	
GO:0003924_GTPase activity	Rab29	1	
GO:0005515_protein binding	Rab29	1	
GO:0005525_GTP binding	Rab29	1	
GO:0005525_GTP binding	Rab29	1	
GO:0017137_Rab GTPase binding	Rab29	1	
GO:0019003_GDP binding	Rab29	1	
GO:0019894_kinesin binding	Rab29	1	
GO:0070840_dynein complex binding	Rab29	1	
GO:0008536_Ran GTPase binding	Ipo9	1	
GO:0008565_protein transporter activity	Ipo9	1	
GO:0042393_histone binding	Ipo9	1	
GO:0003674_molecular_function	Igfn1	1	
GO:0000977_RNA polymerase II regulatory region sequence-specific DNA binding	Ascl5	1	
GO:0003700_transcription factor activity, sequence-specific DNA binding	Ascl5	1	
GO:0000978_RNA polymerase II core promoter proximal region sequence-specific DNA binding	Zfp281	1	
GO:0001047_core promoter binding	Zfp281	1	
GO:0001078_transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding	Zfp281	1	
GO:0003676_nucleic acid binding	Zfp281	1	
GO:0003677_DNA binding	Zfp281	1	
GO:0003700_transcription factor activity, sequence-specific DNA binding	Zfp281	1	
GO:0003700_transcription factor activity, sequence-specific DNA binding	Zfp281	1	
GO:0003714_transcription corepressor activity	Zfp281	1	
GO:0005515_protein binding	Zfp281	1	
GO:0043565_sequence-specific DNA binding	Zfp281	1	
GO:0044212_transcription regulatory region DNA binding	Zfp281	1	
GO:0046872_metal ion binding	Zfp281	1	
GO:0003676_nucleic acid binding	Zbtb41	1	
GO:0003677_DNA binding	Zbtb41	1	
GO:0046872_metal ion binding	Zbtb41	1	
GO:0003674_molecular_function	BC003331	1	
GO:0004540_ribonuclease activity	Smg7	1	
GO:0042162_telomeric DNA binding	Smg7	1	
GO:0042162_telomeric DNA binding	Smg7	1	
GO:0043021_ribonucleoprotein complex binding	Smg7	1	
GO:0051721_protein phosphatase 2A binding	Smg7	1	
GO:0070034_telomerase RNA binding	Smg7	1	
GO:0000166_nucleotide binding	Nmnat2	1	
GO:0000309_nicotinamide-nucleotide adenylyltransferase activity	Nmnat2	1	
GO:0003824_catalytic activity	Nmnat2	1	
GO:0004515_nicotinate-nucleotide adenylyltransferase activity	Nmnat2	1	
GO:0004515_nicotinate-nucleotide adenylyltransferase activity	Nmnat2	1	
GO:0005524_ATP binding	Nmnat2	1	
GO:0016740_transferase activity	Nmnat2	1	
GO:0016779_nucleotidyltransferase activity	Nmnat2	1	
GO:0005201_extracellular matrix structural constituent	Lamc1	1	
GO:0005515_protein binding	Lamc1	1	
GO:0043208_glycosphingolipid binding	Lamc1	1	
GO:0005096_GTPase activator activity	Rasal2	1	
GO:0016491_oxidoreductase activity	BC026585	1	
GO:0000166_nucleotide binding	Dars2	1	
GO:0003676_nucleic acid binding	Dars2	1	
GO:0004812_aminoacyl-tRNA ligase activity	Dars2	1	
GO:0004815_aspartate-tRNA ligase activity	Dars2	1	
GO:0005524_ATP binding	Dars2	1	
GO:0016874_ligase activity	Dars2	1	
GO:0042803_protein homodimerization activity	Dars2	1	
GO:0050560_aspartate-tRNA(Asn) ligase activity	Dars2	1	
GO:0003779_actin binding	Klhl20	1	
GO:0004842_ubiquitin-protein transferase activity	Klhl20	1	
GO:0004842_ubiquitin-protein transferase activity	Klhl20	1	
GO:0004842_ubiquitin-protein transferase activity	Klhl20	1	
GO:0019964_interferon-gamma binding	Klhl20	1	
GO:0019964_interferon-gamma binding	Klhl20	1	
GO:0004175_endopeptidase activity	Aph1a	1	
GO:0004175_endopeptidase activity	Aph1a	1	
GO:0005515_protein binding	Aph1a	1	
GO:0008233_peptidase activity	Aph1a	1	
GO:0003674_molecular_function	Suco	1	
GO:0003723_RNA binding	Prrc2c	1	
GO:0008022_protein C-terminus binding	Prrc2c	1	
GO:0004497_monooxygenase activity	Fmo4	1	
GO:0004499_N,N-dimethylaniline monooxygenase activity	Fmo4	1	
GO:0016491_oxidoreductase activity	Fmo4	1	
GO:0050660_flavin adenine dinucleotide binding	Fmo4	1	
GO:0050661_NADP binding	Fmo4	1	
GO:0004497_monooxygenase activity	Fmo6	1	
GO:0004499_N,N-dimethylaniline monooxygenase activity	Fmo6	1	
GO:0003674_molecular_function	Tiprl	1	
GO:0051015_actin filament binding	Rcsd1	1	
GO:0004499_N,N-dimethylaniline monooxygenase activity	Gm4846	1	
GO:0004499_N,N-dimethylaniline monooxygenase activity	Gm4847	1	
GO:0003674_molecular_function	Fam78b	1	
GO:0000976_transcription regulatory region sequence-specific DNA binding	Atf6	1	
GO:0000977_RNA polymerase II regulatory region sequence-specific DNA binding	Atf6	1	
GO:0000978_RNA polymerase II core promoter proximal region sequence-specific DNA binding	Atf6	1	
GO:0003677_DNA binding	Atf6	1	
GO:0003700_transcription factor activity, sequence-specific DNA binding	Atf6	1	
GO:0005515_protein binding	Atf6	1	
GO:0031625_ubiquitin protein ligase binding	Atf6	1	
GO:0035497_cAMP response element binding	Atf6	1	
GO:0042802_identical protein binding	Atf6	1	
GO:0043565_sequence-specific DNA binding	Atf6	1	
GO:0046982_protein heterodimerization activity	Atf6	1	
GO:0003954_NADH dehydrogenase activity	Ndufs2	1	
GO:0008137_NADH dehydrogenase (ubiquinone) activity	Ndufs2	1	
GO:0016491_oxidoreductase activity	Ndufs2	1	
GO:0016651_oxidoreductase activity, acting on NAD(P)H	Ndufs2	1	
GO:0031625_ubiquitin protein ligase binding	Ndufs2	1	
GO:0046872_metal ion binding	Ndufs2	1	
GO:0048038_quinone binding	Ndufs2	1	
GO:0051287_NAD binding	Ndufs2	1	
GO:0051536_iron-sulfur cluster binding	Ndufs2	1	
GO:0051539_4 iron, 4 sulfur cluster binding	Ndufs2	1	
GO:0005096_GTPase activator activity	Arhgap30	1	
GO:0003674_molecular_function	Tstd1	1	
GO:0000978_RNA polymerase II core promoter proximal region sequence-specific DNA binding	Ifi207	1	
GO:0001047_core promoter binding	Ifi207	1	
GO:0001078_transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding	Ifi207	1	
GO:0003690_double-stranded DNA binding	Ifi207	1	
GO:0003723_RNA binding	Ifi207	1	
GO:0008134_transcription factor binding	Ifi207	1	
GO:0042802_identical protein binding	Ifi207	1	
GO:0000978_RNA polymerase II core promoter proximal region sequence-specific DNA binding	Ifi205	1	
GO:0001047_core promoter binding	Ifi205	1	
GO:0001078_transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding	Ifi205	1	
GO:0003690_double-stranded DNA binding	Ifi205	1	
GO:0003690_double-stranded DNA binding	Ifi205	1	
GO:0003723_RNA binding	Ifi205	1	
GO:0008134_transcription factor binding	Ifi205	1	
GO:0042802_identical protein binding	Ifi205	1	
GO:0005515_protein binding	Becn2	1	
GO:0032403_protein complex binding	Becn2	1	
GO:0005515_protein binding	Cnst	1	
GO:0019902_phosphatase binding	Cnst	1	
GO:0071253_connexin binding	Cnst	1	
GO:0003677_DNA binding	Ahctf1	1	
GO:0003700_transcription factor activity, sequence-specific DNA binding	Ahctf1	1	
GO:0000166_nucleotide binding	Cdc42bpa	1	
GO:0000287_magnesium ion binding	Cdc42bpa	1	
GO:0004672_protein kinase activity	Cdc42bpa	1	
GO:0004674_protein serine/threonine kinase activity	Cdc42bpa	1	
GO:0005524_ATP binding	Cdc42bpa	1	
GO:0016301_kinase activity	Cdc42bpa	1	
GO:0016740_transferase activity	Cdc42bpa	1	
GO:0042802_identical protein binding	Cdc42bpa	1	
GO:0046872_metal ion binding	Cdc42bpa	1	
GO:0003674_molecular_function	Wdr26	1	
GO:0003674_molecular_function	C130074G19Rik	1	
GO:0000166_nucleotide binding	Mark1	1	
GO:0000287_magnesium ion binding	Mark1	1	
GO:0001786_phosphatidylserine binding	Mark1	1	
GO:0004672_protein kinase activity	Mark1	1	
GO:0004674_protein serine/threonine kinase activity	Mark1	1	
GO:0005524_ATP binding	Mark1	1	
GO:0005546_phosphatidylinositol-4,5-bisphosphate binding	Mark1	1	
GO:0008289_lipid binding	Mark1	1	
GO:0016301_kinase activity	Mark1	1	
GO:0016740_transferase activity	Mark1	1	
GO:0046872_metal ion binding	Mark1	1	
GO:0050321_tau-protein kinase activity	Mark1	1	
GO:0070300_phosphatidic acid binding	Mark1	1	
GO:0005385_zinc ion transmembrane transporter activity	Slc30a10	1	
GO:0008324_cation transmembrane transporter activity	Slc30a10	1	
GO:0008474_palmitoyl-(protein) hydrolase activity	Lyplal1	1	
GO:0016787_hydrolase activity	Lyplal1	1	
GO:0052689_carboxylic ester hydrolase activity	Lyplal1	1	
GO:0003674_molecular_function	Kctd3	1	
GO:0000993_RNA polymerase II core binding	Smyd2	1	
GO:0002039_p53 binding	Smyd2	1	
GO:0005515_protein binding	Smyd2	1	
GO:0008168_methyltransferase activity	Smyd2	1	
GO:0016279_protein-lysine N-methyltransferase activity	Smyd2	1	
GO:0016740_transferase activity	Smyd2	1	
GO:0018024_histone-lysine N-methyltransferase activity	Smyd2	1	
GO:0046872_metal ion binding	Smyd2	1	
GO:0046975_histone methyltransferase activity (H3-K36 specific)	Smyd2	1	
GO:0003674_molecular_function	Vash2	1	
GO:0015232_heme transporter activity	Mfsd7b	1	
GO:0005515_protein binding	Ppp2r5a	1	
GO:0019888_protein phosphatase regulator activity	Ppp2r5a	1	
GO:0019900_kinase binding	Ppp2r5a	1	
GO:0003674_molecular_function	Lpgat1	1	
GO:0016740_transferase activity	Lpgat1	1	
GO:0016746_transferase activity, transferring acyl groups	Lpgat1	1	
GO:0000166_nucleotide binding	Hhat	1	
GO:0005525_GTP binding	Hhat	1	
GO:0016409_palmitoyltransferase activity	Hhat	1	
GO:0016740_transferase activity	Hhat	1	
GO:0016746_transferase activity, transferring acyl groups	Hhat	1	
GO:0003674_molecular_function	Sbspon	1	
GO:0005044_scavenger receptor activity	Sbspon	1	
GO:0030247_polysaccharide binding	Sbspon	1	
GO:0000977_RNA polymerase II regulatory region sequence-specific DNA binding	Tfap2d	1	
GO:0000981_RNA polymerase II transcription factor activity, sequence-specific DNA binding	Tfap2d	1	
GO:0000981_RNA polymerase II transcription factor activity, sequence-specific DNA binding	Tfap2d	1	
GO:0003677_DNA binding	Tfap2d	1	
GO:0003700_transcription factor activity, sequence-specific DNA binding	Tfap2d	1	
GO:0005515_protein binding	Tfap2d	1	
GO:0005216_ion channel activity	Kcnq5	1	
GO:0005244_voltage-gated ion channel activity	Kcnq5	1	
GO:0005249_voltage-gated potassium channel activity	Kcnq5	1	
GO:0005249_voltage-gated potassium channel activity	Kcnq5	1	
GO:0005267_potassium channel activity	Kcnq5	1	
GO:0005085_guanyl-nucleotide exchange factor activity	Arhgef4	1	
GO:0005089_Rho guanyl-nucleotide exchange factor activity	Arhgef4	1	
GO:0019904_protein domain specific binding	Arhgef4	1	
GO:0030676_Rac guanyl-nucleotide exchange factor activity	Arhgef4	1	
GO:0003674_molecular_function	Plekhb2	1	
GO:0043995_histone acetyltransferase activity (H4-K5 specific)	Kansl3	1	
GO:0043996_histone acetyltransferase activity (H4-K8 specific)	Kansl3	1	
GO:0046972_histone acetyltransferase activity (H4-K16 specific)	Kansl3	1	
GO:0000166_nucleotide binding	Actr1b	1	
GO:0003674_molecular_function	Actr1b	1	
GO:0005524_ATP binding	Actr1b	1	
GO:0000166_nucleotide binding	Eif5b	1	
GO:0003723_RNA binding	Eif5b	1	
GO:0003743_translation initiation factor activity	Eif5b	1	
GO:0003924_GTPase activity	Eif5b	1	
GO:0005525_GTP binding	Eif5b	1	
GO:0016787_hydrolase activity	Eif5b	1	
GO:0046872_metal ion binding	Eif5b	1	
GO:0015385_sodium:proton antiporter activity	Slc9a2	1	
GO:0015385_sodium:proton antiporter activity	Slc9a2	1	
GO:0015386_potassium:proton antiporter activity	Slc9a2	1	
GO:0003674_molecular_function	Dnah7b	1	
GO:0005385_zinc ion transmembrane transporter activity	Slc39a10	1	
GO:0046873_metal ion transmembrane transporter activity	Slc39a10	1	
GO:0003674_molecular_function	Gm553	1	
GO:0003674_molecular_function	Nemp2	1	
GO:0003860_3-hydroxyisobutyryl-CoA hydrolase activity	Hibch	1	
GO:0016787_hydrolase activity	Hibch	1	
GO:0003697_single-stranded DNA binding	Pms1	1	
GO:0016887_ATPase activity	Pms1	1	
GO:0003674_molecular_function	Ormdl1	1	
GO:0004435_phosphatidylinositol phospholipase C activity	Plcl1	1	
GO:0004871_signal transducer activity	Plcl1	1	
GO:0008081_phosphoric diester hydrolase activity	Plcl1	1	
GO:0050811_GABA receptor binding	Plcl1	1	
GO:0050811_GABA receptor binding	Plcl1	1	
GO:0070679_inositol 1,4,5 trisphosphate binding	Plcl1	1	
GO:0000166_nucleotide binding	Stradb	1	
GO:0004672_protein kinase activity	Stradb	1	
GO:0004702_signal transducer, downstream of receptor, with serine/threonine kinase activity	Stradb	1	
GO:0005524_ATP binding	Stradb	1	
GO:0005102_receptor binding	Mpp4	1	
GO:0003674_molecular_function	Ino80d	1	
GO:0003954_NADH dehydrogenase activity	Ndufs1	1	
GO:0008137_NADH dehydrogenase (ubiquinone) activity	Ndufs1	1	
GO:0009055_electron carrier activity	Ndufs1	1	
GO:0016491_oxidoreductase activity	Ndufs1	1	
GO:0016651_oxidoreductase activity, acting on NAD(P)H	Ndufs1	1	
