Annotation	Gene	Input
GO:0072562_blood microparticle	Ighv5-6	1	
GO:0009897_external side of plasma membrane	Ighv5-15	1	
GO:0042571_immunoglobulin complex, circulating	Ighv5-15	1	
GO:0072562_blood microparticle	Ighv5-15	1	
GO:0009897_external side of plasma membrane	Ighv2-7	1	
GO:0042571_immunoglobulin complex, circulating	Ighv2-7	1	
GO:0072562_blood microparticle	Ighv2-7	1	
GO:0009897_external side of plasma membrane	Ighv5-17	1	
GO:0042571_immunoglobulin complex, circulating	Ighv5-17	1	
GO:0072562_blood microparticle	Ighv5-17	1	
GO:0009897_external side of plasma membrane	Ighv7-2	1	
GO:0042571_immunoglobulin complex, circulating	Ighv7-2	1	
GO:0072562_blood microparticle	Ighv7-2	1	
GO:0009897_external side of plasma membrane	Ighv14-1	1	
GO:0042571_immunoglobulin complex, circulating	Ighv14-1	1	
GO:0072562_blood microparticle	Ighv14-1	1	
GO:0009897_external side of plasma membrane	Ighv4-1	1	
GO:0042571_immunoglobulin complex, circulating	Ighv4-1	1	
GO:0072562_blood microparticle	Ighv4-1	1	
GO:0009897_external side of plasma membrane	Ighv3-1	1	
GO:0042571_immunoglobulin complex, circulating	Ighv3-1	1	
GO:0072562_blood microparticle	Ighv3-1	1	
GO:0009897_external side of plasma membrane	Ighv11-1	1	
GO:0042571_immunoglobulin complex, circulating	Ighv11-1	1	
GO:0072562_blood microparticle	Ighv11-1	1	
GO:0009897_external side of plasma membrane	Ighv11-2	1	
GO:0042571_immunoglobulin complex, circulating	Ighv11-2	1	
GO:0072562_blood microparticle	Ighv11-2	1	
GO:0009897_external side of plasma membrane	Ighv9-3	1	
GO:0042571_immunoglobulin complex, circulating	Ighv9-3	1	
GO:0072562_blood microparticle	Ighv9-3	1	
GO:0009897_external side of plasma membrane	Ighv13-1	1	
GO:0042571_immunoglobulin complex, circulating	Ighv13-1	1	
GO:0072562_blood microparticle	Ighv13-1	1	
GO:0009897_external side of plasma membrane	Ighv3-6	1	
GO:0042571_immunoglobulin complex, circulating	Ighv3-6	1	
GO:0072562_blood microparticle	Ighv3-6	1	
GO:0009897_external side of plasma membrane	Ighv3-8	1	
GO:0042571_immunoglobulin complex, circulating	Ighv3-8	1	
GO:0072562_blood microparticle	Ighv3-8	1	
GO:0009897_external side of plasma membrane	Ighv15-2	1	
GO:0042571_immunoglobulin complex, circulating	Ighv15-2	1	
GO:0072562_blood microparticle	Ighv15-2	1	
GO:0009897_external side of plasma membrane	Ighv1-22	1	
GO:0042571_immunoglobulin complex, circulating	Ighv1-22	1	
GO:0072562_blood microparticle	Ighv1-22	1	
GO:0009897_external side of plasma membrane	Ighv1-23	1	
GO:0042571_immunoglobulin complex, circulating	Ighv1-23	1	
GO:0072562_blood microparticle	Ighv1-23	1	
GO:0009897_external side of plasma membrane	Ighv1-24	1	
GO:0042571_immunoglobulin complex, circulating	Ighv1-24	1	
GO:0072562_blood microparticle	Ighv1-24	1	
GO:0009897_external side of plasma membrane	Ighv1-39	1	
GO:0042571_immunoglobulin complex, circulating	Ighv1-39	1	
GO:0072562_blood microparticle	Ighv1-39	1	
GO:0009897_external side of plasma membrane	Ighv1-50	1	
GO:0042571_immunoglobulin complex, circulating	Ighv1-50	1	
GO:0072562_blood microparticle	Ighv1-50	1	
GO:0009897_external side of plasma membrane	Ighv1-53	1	
GO:0042571_immunoglobulin complex, circulating	Ighv1-53	1	
GO:0072562_blood microparticle	Ighv1-53	1	
GO:0009897_external side of plasma membrane	Ighv1-55	1	
GO:0042571_immunoglobulin complex, circulating	Ighv1-55	1	
GO:0072562_blood microparticle	Ighv1-55	1	
GO:0009897_external side of plasma membrane	Ighv8-8	1	
GO:0042571_immunoglobulin complex, circulating	Ighv8-8	1	
GO:0072562_blood microparticle	Ighv8-8	1	
GO:0009897_external side of plasma membrane	Ighv1-58	1	
GO:0042571_immunoglobulin complex, circulating	Ighv1-58	1	
GO:0072562_blood microparticle	Ighv1-58	1	
GO:0009897_external side of plasma membrane	Ighv1-63	1	
GO:0042571_immunoglobulin complex, circulating	Ighv1-63	1	
GO:0072562_blood microparticle	Ighv1-63	1	
GO:0009897_external side of plasma membrane	Ighv8-12	1	
GO:0042571_immunoglobulin complex, circulating	Ighv8-12	1	
GO:0072562_blood microparticle	Ighv8-12	1	
GO:0035068_micro-ribonucleoprotein complex	Mir744	1	
GO:0009897_external side of plasma membrane	Ighv2-9-1	1	
GO:0042571_immunoglobulin complex, circulating	Ighv2-9-1	1	
GO:0072562_blood microparticle	Ighv2-9-1	1	
GO:0009897_external side of plasma membrane	Ighv2-6-8	1	
GO:0042571_immunoglobulin complex, circulating	Ighv2-6-8	1	
GO:0072562_blood microparticle	Ighv2-6-8	1	
GO:0005575_cellular_component	9330160F10Rik	1	
GO:0005575_cellular_component	Tomt	1	
GO:0005737_cytoplasm	Tomt	1	
GO:0005575_cellular_component	Gm9912	1	
GO:0005575_cellular_component	Gm9945	1	
GO:0005575_cellular_component	Gm10115	1	
GO:0005575_cellular_component	Gm10091	1	
GO:0005575_cellular_component	Gm9885	1	
GO:0005575_cellular_component	A930039A15Rik	1	
GO:0005575_cellular_component	Gm9993	1	
GO:0005575_cellular_component	Gm10253	1	
GO:0005575_cellular_component	Gm10030	1	
GO:0005575_cellular_component	Gm9978	1	
GO:0005575_cellular_component	Gm10152	1	
GO:0005575_cellular_component	Gm9886	1	
GO:0005575_cellular_component	Gm9881	1	
GO:0005575_cellular_component	Gm9938	1	
GO:0005575_cellular_component	Gm9936	1	
GO:0005575_cellular_component	Gm9948	1	
GO:0005575_cellular_component	Gm9958	1	
GO:0005575_cellular_component	C030005K15Rik	1	
GO:0005575_cellular_component	Gm9966	1	
GO:0005575_cellular_component	Gm9956	1	
GO:0005575_cellular_component	Gm10069	1	
GO:0005575_cellular_component	Gm9752	1	
GO:0005575_cellular_component	Gm10265	1	
GO:0005575_cellular_component	Gm10277	1	
GO:0005575_cellular_component	Gm9933	1	
GO:0005575_cellular_component	Gm10158	1	
GO:0005575_cellular_component	Gm1000	1	
GO:0005575_cellular_component	Gm9997	1	
GO:0005575_cellular_component	Gm9874	1	
GO:0005575_cellular_component	Gm9875	1	
GO:0005575_cellular_component	Gm9891	1	
GO:0005575_cellular_component	Gm9921	1	
GO:0005575_cellular_component	Gm10125	1	
GO:0005575_cellular_component	Gm9876	1	
GO:0005575_cellular_component	Gm9954	1	
GO:0005575_cellular_component	Gm9799	1	
GO:0005575_cellular_component	Gm9902	1	
GO:0005575_cellular_component	Gm9922	1	
GO:0005575_cellular_component	Gm10050	1	
GO:0005575_cellular_component	Gm9914	1	
GO:0005575_cellular_component	Gm9924	1	
GO:0005575_cellular_component	Gm15155	1	
GO:0005575_cellular_component	Gm10006	1	
GO:0005575_cellular_component	Gm9990	1	
GO:0005575_cellular_component	Gm10097	1	
GO:0005575_cellular_component	Gm9905	1	
GO:0005575_cellular_component	Gm10118	1	
GO:0005575_cellular_component	Gm10007	1	
GO:0005575_cellular_component	Gm9898	1	
GO:0005575_cellular_component	Gm9930	1	
GO:0005575_cellular_component	Gm9931	1	
GO:0005575_cellular_component	Gm9873	1	
GO:0005575_cellular_component	Arf4os	1	
GO:0005575_cellular_component	Gm9944	1	
GO:0005575_cellular_component	Gm9982	1	
GO:0005575_cellular_component	Gm10065	1	
GO:0005575_cellular_component	Gm9961	1	
GO:0005575_cellular_component	Gm16497	1	
GO:0005575_cellular_component	Gm9973	1	
GO:0005575_cellular_component	Gm9996	1	
GO:0005575_cellular_component	Gm9889	1	
GO:0005575_cellular_component	A130051J06Rik	1	
GO:0005575_cellular_component	Gm9910	1	
GO:0005575_cellular_component	Gm9932	1	
GO:0005575_cellular_component	Gm9964	1	
GO:0005575_cellular_component	Gm9916	1	
GO:0005575_cellular_component	Gm9753	1	
GO:0005575_cellular_component	Gm10276	1	
GO:0005575_cellular_component	Gm10113	1	
GO:0005575_cellular_component	Gm9869	1	
GO:0005575_cellular_component	Gm9867	1	
GO:0005575_cellular_component	Gm16498	1	
GO:0005575_cellular_component	Gm9947	1	
GO:0005575_cellular_component	A230065N10Rik	1	
GO:0005575_cellular_component	Gm16485	1	
GO:0005575_cellular_component	Gm9972	1	
GO:0005575_cellular_component	Gm9884	1	
GO:0005575_cellular_component	B430203G13Rik	1	
GO:0005575_cellular_component	Gm9979	1	
GO:0005575_cellular_component	Gm10032	1	
GO:0005575_cellular_component	Gm16496	1	
GO:0005575_cellular_component	Gm9883	1	
GO:0005575_cellular_component	Gm13199	1	
GO:0005575_cellular_component	Gm12592	1	
GO:0005575_cellular_component	Gm12500	1	
GO:0005575_cellular_component	Gm11232	1	
GO:0005634_nucleus	Zglp1	1	
GO:0005667_transcription factor complex	Zglp1	1	
GO:0005575_cellular_component	Vmn2r65	1	
GO:0005575_cellular_component	Gm10024	1	
GO:0005634_nucleus	Ifi208	1	
GO:0005730_nucleolus	Ifi208	1	
GO:0005829_cytosol	Ifi208	1	
GO:0016020_membrane	Ifi208	1	
GO:0005575_cellular_component	Wfdc17	1	
GO:0005575_cellular_component	9330171B17Rik	1	
GO:0001527_microfibril	Mfap1b	1	
GO:0001725_stress fiber	Tmsb15b2	1	
GO:0031941_filamentous actin	Tmsb15b2	1	
GO:0005575_cellular_component	Gm11335	1	
GO:0005575_cellular_component	BC100530	1	
GO:0005575_cellular_component	Gm15114	1	
GO:0005575_cellular_component	A930017K11Rik	1	
GO:0005575_cellular_component	Vmn1r223	1	
GO:0005575_cellular_component	Gata5os	1	
GO:0005575_cellular_component	Umad1	1	
GO:0005575_cellular_component	Gm9887	1	
GO:0005575_cellular_component	Gm9934	1	
GO:0005575_cellular_component	Gm9913	1	
GO:0005575_cellular_component	Gm9744	1	
GO:0005575_cellular_component	Gm9983	1	
GO:0005575_cellular_component	Gm11696	1	
GO:0005737_cytoplasm	Dnajc3	1	
GO:0005783_endoplasmic reticulum	Dnajc3	1	
GO:0005788_endoplasmic reticulum lumen	Dnajc3	1	
GO:0005790_smooth endoplasmic reticulum	Dnajc3	1	
GO:0005829_cytosol	Dnajc3	1	
GO:0005829_cytosol	Dnajc3	1	
GO:0016020_membrane	Dnajc3	1	
GO:0031205_endoplasmic reticulum Sec complex	Dnajc3	1	
GO:0070062_extracellular exosome	Dnajc3	1	
GO:1903561_extracellular vesicle	Dnajc3	1	
GO:0005575_cellular_component	Fam129c	1	
GO:0005575_cellular_component	Rsph3b	1	
GO:0005615_extracellular space	Rnaset2a	1	
GO:0005764_lysosome	Rnaset2a	1	
GO:0005788_endoplasmic reticulum lumen	Rnaset2a	1	
GO:0070062_extracellular exosome	Rnaset2a	1	
GO:0005575_cellular_component	D030047H15Rik	1	
GO:0005575_cellular_component	Fam174b	1	
GO:0016020_membrane	Fam174b	1	
GO:0016021_integral component of membrane	Fam174b	1	
GO:0005575_cellular_component	Gm10802	1	
GO:0005575_cellular_component	Gm15612	1	
GO:0005575_cellular_component	Gm10856	1	
GO:0005575_cellular_component	Gm10803	1	
GO:0005575_cellular_component	Gm10723	1	
GO:0005575_cellular_component	Gm10836	1	
GO:0005575_cellular_component	Gm10405	1	
GO:0005575_cellular_component	Gm10513	1	
GO:0005575_cellular_component	Gm10609	1	
GO:0005575_cellular_component	Gm10763	1	
GO:0005575_cellular_component	Gm10062	1	
GO:0005575_cellular_component	Gm10876	1	
GO:0005575_cellular_component	Gm10750	1	
GO:0005575_cellular_component	Gm10837	1	
GO:0005575_cellular_component	Gm10647	1	
GO:0005575_cellular_component	Gm10648	1	
GO:0005575_cellular_component	Gm10650	1	
GO:0005575_cellular_component	Gm10610	1	
GO:0005575_cellular_component	F830115B05Rik	1	
GO:0005575_cellular_component	Gm10473	1	
GO:0005575_cellular_component	Gm10614	1	
GO:0005575_cellular_component	Gm10287	1	
GO:0005575_cellular_component	Gm10785	1	
GO:0005575_cellular_component	Gm10183	1	
GO:0005575_cellular_component	Gm44113	1	
GO:0005575_cellular_component	Gm10579	1	
GO:0005575_cellular_component	Gm10741	1	
GO:0005575_cellular_component	Gm10827	1	
GO:0005575_cellular_component	Gm10522	1	
GO:0005575_cellular_component	Gm15998	1	
GO:0005575_cellular_component	D130050E23Rik	1	
GO:0005575_cellular_component	Gm10735	1	
GO:0005575_cellular_component	Gm10643	1	
GO:0001669_acrosomal vesicle	Spink13	1	
GO:0005576_extracellular region	Spink13	1	
GO:0005615_extracellular space	Spink13	1	
GO:0005575_cellular_component	Gm10624	1	
GO:0005575_cellular_component	Gm10733	1	
GO:0005575_cellular_component	Gm10604	1	
GO:0005575_cellular_component	Gm10563	1	
GO:0005575_cellular_component	Gm10652	1	
GO:0005575_cellular_component	Gm10417	1	
GO:0005575_cellular_component	9130213A22Rik	1	
GO:0005575_cellular_component	Gm10661	1	
GO:0005575_cellular_component	Gm10503	1	
GO:0005575_cellular_component	Gm16508	1	
GO:0005575_cellular_component	Gm10472	1	
GO:0005575_cellular_component	Gm10216	1	
GO:0005575_cellular_component	Gm10729	1	
GO:0005575_cellular_component	Gm10840	1	
GO:0005575_cellular_component	Gm10755	1	
GO:0005575_cellular_component	Gm13372	1	
GO:0005575_cellular_component	Platr8	1	
GO:0005575_cellular_component	Gm10641	1	
GO:0005575_cellular_component	Gm15441	1	
GO:0005575_cellular_component	Gm10773	1	
GO:0005575_cellular_component	Gm10854	1	
GO:0005575_cellular_component	A630072L19Rik	1	
GO:0005575_cellular_component	Gm10469	1	
GO:0005575_cellular_component	Gm10490	1	
GO:0005575_cellular_component	K230015D01Rik	1	
GO:0005575_cellular_component	M5C1000I18Rik	1	
GO:0005575_cellular_component	Gm10457	1	
GO:0005575_cellular_component	Gm10787	1	
GO:0005575_cellular_component	Gm10742	1	
GO:0005576_extracellular region	Apela	1	
GO:0005575_cellular_component	Gm10782	1	
GO:0005575_cellular_component	Gm10655	1	
GO:0005575_cellular_component	Gm10603	1	
GO:0005575_cellular_component	Gm10447	1	
GO:0005575_cellular_component	Gm10383	1	
GO:0005575_cellular_component	Gm10369	1	
GO:0005575_cellular_component	Gm10797	1	
GO:0005575_cellular_component	Gm9900	1	
GO:0005575_cellular_component	Gm10830	1	
GO:0005575_cellular_component	Gm10683	1	
GO:0005575_cellular_component	Gm10858	1	
GO:0005575_cellular_component	Gm10560	1	
GO:0005575_cellular_component	Gm10765	1	
GO:0005575_cellular_component	Gm10822	1	
GO:0005575_cellular_component	Gm16503	1	
GO:0005575_cellular_component	Gm10767	1	
GO:0005575_cellular_component	Gm10554	1	
GO:0005575_cellular_component	Gm10725	1	
GO:0005575_cellular_component	Gm10832	1	
GO:0005575_cellular_component	Gm10745	1	
GO:0005575_cellular_component	Gm10815	1	
GO:0005575_cellular_component	Gm10521	1	
GO:0005575_cellular_component	Gm10779	1	
GO:0005575_cellular_component	Gm10703	1	
GO:0005575_cellular_component	Gm10757	1	
GO:0005575_cellular_component	4732463B04Rik	1	
GO:0005575_cellular_component	Gm10445	1	
GO:0005575_cellular_component	Gm10673	1	
GO:0005575_cellular_component	Gm10687	1	
GO:0005575_cellular_component	Gm10869	1	
GO:0005575_cellular_component	Gm10295	1	
GO:0005575_cellular_component	Gm10524	1	
GO:0005575_cellular_component	Gm10658	1	
GO:0005575_cellular_component	Gm10483	1	
GO:0005575_cellular_component	Gm10558	1	
GO:0001750_photoreceptor outer segment	Prcd	1	
GO:0005737_cytoplasm	Prcd	1	
GO:0016020_membrane	Prcd	1	
GO:0016021_integral component of membrane	Prcd	1	
GO:0042622_photoreceptor outer segment membrane	Prcd	1	
GO:0005575_cellular_component	Gm10864	1	
GO:0005575_cellular_component	Gm10415	1	
GO:0005575_cellular_component	Gm10635	1	
GO:0005575_cellular_component	Gm10848	1	
GO:0005575_cellular_component	Gm10838	1	
GO:0005575_cellular_component	Gm10330	1	
GO:0005575_cellular_component	F420014N23Rik	1	
GO:0005575_cellular_component	Gm10385	1	
GO:0005575_cellular_component	Gm10370	1	
GO:0005575_cellular_component	Gm10386	1	
GO:0005575_cellular_component	Gm10710	1	
GO:0005575_cellular_component	Gm11529	1	
GO:0005575_cellular_component	Gm10865	1	
GO:0005575_cellular_component	E030047D23Rik	1	
GO:0005575_cellular_component	Gm10829	1	
GO:0005575_cellular_component	Gm10441	1	
GO:0005575_cellular_component	Gm10852	1	
GO:0005575_cellular_component	Gm10682	1	
GO:0005575_cellular_component	Gm10791	1	
GO:0005575_cellular_component	Gm14636	1	
GO:0005575_cellular_component	Gm10839	1	
GO:0005575_cellular_component	Gm10646	1	
GO:0005575_cellular_component	Gm10459	1	
GO:0005575_cellular_component	Gm10846	1	
GO:0005575_cellular_component	5830462I19Rik	1	
GO:0005575_cellular_component	Gm10463	1	
GO:0005575_cellular_component	Gm10727	1	
GO:0005575_cellular_component	Gm10657	1	
GO:0005575_cellular_component	Arih2os	1	
GO:0005575_cellular_component	B230344G16Rik	1	
GO:0005575_cellular_component	Gm10134	1	
GO:0005575_cellular_component	Gm10739	1	
GO:0005575_cellular_component	Gm10570	1	
GO:0005575_cellular_component	Gm10452	1	
GO:0005575_cellular_component	Gm10699	1	
GO:0005575_cellular_component	Gm10576	1	
GO:0005575_cellular_component	Gm10572	1	
GO:0005575_cellular_component	Gm10465	1	
GO:0005575_cellular_component	D130062J21Rik	1	
GO:0005575_cellular_component	Gm10688	1	
GO:0005575_cellular_component	7420461P10Rik	1	
GO:0005575_cellular_component	Gm10192	1	
GO:0005575_cellular_component	D130046C19Rik	1	
GO:0005575_cellular_component	Gm10842	1	
GO:0005575_cellular_component	Gm10530	1	
GO:0005575_cellular_component	Gm10764	1	
GO:0005575_cellular_component	Gm10588	1	
GO:0005575_cellular_component	Gm10431	1	
GO:0005575_cellular_component	Gm1971	1	
GO:0005575_cellular_component	Gm10775	1	
GO:0005575_cellular_component	Gm10426	1	
GO:0005575_cellular_component	Gm10577	1	
GO:0005575_cellular_component	Gm10724	1	
GO:0005575_cellular_component	Gm10732	1	
GO:0005575_cellular_component	Gm10344	1	
GO:0005575_cellular_component	Gm10537	1	
GO:0005575_cellular_component	Tmem51os1	1	
GO:0005575_cellular_component	Gm10866	1	
GO:0005575_cellular_component	Gm10912	1	
GO:0005575_cellular_component	Gm10498	1	
GO:0005575_cellular_component	Gm10637	1	
GO:0005575_cellular_component	Gm10855	1	
GO:0005575_cellular_component	Gm10748	1	
GO:0005575_cellular_component	Gm10309	1	
GO:0005575_cellular_component	Gm10432	1	
GO:0005575_cellular_component	Gm15401	1	
GO:0005575_cellular_component	Gm10781	1	
GO:0005575_cellular_component	Gm10305	1	
GO:0005575_cellular_component	Gm10304	1	
GO:0005813_centrosome	Cep85l	1	
GO:0005575_cellular_component	Gm10811	1	
GO:0005575_cellular_component	Gm10373	1	
GO:0005575_cellular_component	Gm10387	1	
GO:0005575_cellular_component	Gm10753	1	
GO:0005575_cellular_component	Gm10384	1	
GO:0005575_cellular_component	Gm10209	1	
GO:0005575_cellular_component	Gm10403	1	
GO:0005575_cellular_component	Gm10615	1	
GO:0005575_cellular_component	Gm10325	1	
GO:0005575_cellular_component	Gm9967	1	
GO:0005575_cellular_component	Gm10406	1	
GO:0005575_cellular_component	BC117090	1	
GO:0016021_integral component of membrane	Olfr55	1	
GO:0016021_integral component of membrane	Olfr239	1	
GO:0009986_cell surface	Btnl1	1	
GO:0016020_membrane	Btnl1	1	
GO:0016021_integral component of membrane	Btnl1	1	
GO:0005576_extracellular region	Isg15	1	
GO:0005737_cytoplasm	Isg15	1	
GO:0005575_cellular_component	Gm14548	1	
GO:0005575_cellular_component	Defa30	1	
GO:0005575_cellular_component	Vmn2r121	1	
GO:0005575_cellular_component	Mup9	1	
GO:0005575_cellular_component	Gm1979	1	
GO:0005634_nucleus	Gm20792	1	
GO:0005575_cellular_component	Prss49	1	
GO:0005634_nucleus	Gm1993	1	
GO:0005575_cellular_component	Gm2000	1	
GO:0005575_cellular_component	Gm2002	1	
GO:0005575_cellular_component	Mup10	1	
GO:0005575_cellular_component	Gm2007	1	
GO:0005575_cellular_component	Mup11	1	
GO:0005634_nucleus	Gm2012	1	
GO:0005575_cellular_component	Gm2016	1	
GO:0005575_cellular_component	Gm10471	1	
GO:0005575_cellular_component	Gm2023	1	
GO:0005575_cellular_component	Mup12	1	
GO:0005634_nucleus	Gm2030	1	
GO:0005575_cellular_component	Gm2036	1	
GO:0005575_cellular_component	Gm2042	1	
GO:0005575_cellular_component	Mup13	1	
GO:0005575_cellular_component	Gm2046	1	
GO:0005575_cellular_component	Mup14	1	
GO:0005634_nucleus	Gm14525	1	
GO:0005575_cellular_component	Gm14295	1	
GO:0005575_cellular_component	Gm2061	1	
GO:0005575_cellular_component	Ccdc152	1	
GO:0005575_cellular_component	Mup15	1	
GO:0005575_cellular_component	Gm9780	1	
GO:0005575_cellular_component	Mup16	1	
GO:0000307_cyclin-dependent protein kinase holoenzyme complex	Gm16505	1	
GO:0005634_nucleus	Gm16505	1	
GO:0005737_cytoplasm	Gm16505	1	
GO:0005575_cellular_component	Tmem254c	1	
GO:0005575_cellular_component	Gm12394	1	
GO:0005575_cellular_component	Mup17	1	
GO:0005576_extracellular region	Mup17	1	
GO:0005575_cellular_component	Gm2102	1	
GO:0005575_cellular_component	Gm10649	1	
GO:0005575_cellular_component	Cphx2	1	
GO:0005575_cellular_component	Gm10322	1	
GO:0005634_nucleus	Duxbl2	1	
GO:0005575_cellular_component	Gm16529	1	
GO:0005575_cellular_component	Gm2115	1	
GO:0005634_nucleus	Gm10058	1	
GO:0005575_cellular_component	Plac9b	1	
GO:0005575_cellular_component	Tmem254b	1	
GO:0005575_cellular_component	Cphx3	1	
GO:0005575_cellular_component	Gm2136	1	
GO:0005575_cellular_component	Gm2137	1	
GO:0005634_nucleus	Duxbl3	1	
GO:0005575_cellular_component	Gm10436	1	
GO:0005575_cellular_component	Gm2155	1	
GO:0000788_nuclear nucleosome	Gm14920	1	
GO:0000790_nuclear chromatin	Gm14920	1	
GO:0005634_nucleus	Gm14920	1	
GO:0035327_transcriptionally active chromatin	Gm14920	1	
GO:0005634_nucleus	Gm10147	1	
GO:0005575_cellular_component	Gm2174	1	
GO:0005575_cellular_component	Gm10399	1	
GO:0005634_nucleus	Gm10096	1	
GO:0005575_cellular_component	B230206L02Rik	1	
GO:0005575_cellular_component	Gm2240	1	
GO:0005575_cellular_component	Gm2244	1	
GO:0005634_nucleus	Gm10487	1	
GO:0005575_cellular_component	Gm15706	1	
GO:0005575_cellular_component	1110002E22Rik	1	
GO:0005575_cellular_component	4930412E21Rik	1	
GO:0005634_nucleus	Gm10486	1	
GO:0005575_cellular_component	Tgif2lx2	1	
GO:0005575_cellular_component	Gm2310	1	
GO:0005634_nucleus	Gm14819	1	
GO:0005575_cellular_component	Tcf24	1	
GO:0005575_cellular_component	Gm12166	1	
GO:0005575_cellular_component	Gm2347	1	
GO:0005737_cytoplasm	Gm9745	1	
GO:0031205_endoplasmic reticulum Sec complex	Gm10320	1	
GO:0005576_extracellular region	Msmp	1	
GO:0005615_extracellular space	Msmp	1	
GO:0005737_cytoplasm	Msmp	1	
GO:0005575_cellular_component	Gm2366	1	
GO:0005575_cellular_component	Gm10634	1	
GO:0005575_cellular_component	5031434O11Rik	1	
GO:0005575_cellular_component	Gm2379	1	
GO:0005575_cellular_component	Gm2381	1	
GO:0005737_cytoplasm	Mthfsl	1	
GO:0005739_mitochondrion	Mthfsl	1	
GO:0005759_mitochondrial matrix	Mthfsl	1	
GO:0005829_cytosol	Mthfsl	1	
GO:0005575_cellular_component	Gm2396	1	
GO:0005575_cellular_component	Gm2399	1	
GO:0005575_cellular_component	Gm10153	1	
GO:0005575_cellular_component	Gm2411	1	
GO:0005575_cellular_component	Hrct1	1	
GO:0016020_membrane	Hrct1	1	
GO:0016021_integral component of membrane	Hrct1	1	
GO:0005783_endoplasmic reticulum	Ildr2	1	
GO:0016020_membrane	Ildr2	1	
GO:0016021_integral component of membrane	Ildr2	1	
GO:0005789_endoplasmic reticulum membrane	Tgtp2	1	
GO:0016324_apical plasma membrane	Cldn24	1	
GO:0005575_cellular_component	D5Ertd605e	1	
GO:0005575_cellular_component	Gm2436	1	
GO:0005575_cellular_component	Gm2446	1	
GO:0005575_cellular_component	Gm12790	1	
GO:0005575_cellular_component	Gm2449	1	
GO:0005634_nucleus	Gm20817	1	
GO:0005575_cellular_component	Gm2453	1	
GO:0005575_cellular_component	Gm2458	1	
GO:0005575_cellular_component	Gm2461	1	
GO:0005575_cellular_component	Gm2464	1	
GO:0005575_cellular_component	Gm13306	1	
GO:0005575_cellular_component	Snhg12	1	
GO:0005575_cellular_component	1700047F07Rik	1	
GO:0005575_cellular_component	Gm15093	1	
GO:0005575_cellular_component	Tex13d	1	
GO:0005575_cellular_component	2810407A14Rik	1	
GO:0005634_nucleus	Gm20820	1	
GO:0005575_cellular_component	Rhox2b	1	
GO:0005575_cellular_component	Gm15085	1	
GO:0005575_cellular_component	Gm2506	1	
GO:0005575_cellular_component	Gm12184	1	
GO:0005575_cellular_component	Gm2511	1	
GO:0005575_cellular_component	Rhox2c	1	
GO:0005794_Golgi apparatus	Gfy	1	
GO:0016020_membrane	Gfy	1	
GO:0016021_integral component of membrane	Gfy	1	
GO:0030173_integral component of Golgi membrane	Gfy	1	
GO:0005575_cellular_component	Tmem35b	1	
GO:0016020_membrane	Tmem35b	1	
GO:0016021_integral component of membrane	Tmem35b	1	
GO:0005575_cellular_component	Gm2545	1	
GO:0005575_cellular_component	Rhox2e	1	
GO:0005575_cellular_component	Gm2560	1	
GO:0005615_extracellular space	Gm2564	1	
GO:0005575_cellular_component	Ccl27b	1	
GO:0005575_cellular_component	1810010D01Rik	1	
GO:0005575_cellular_component	Gm2573	1	
GO:0005634_nucleus	Gm20824	1	
GO:0005575_cellular_component	Gm2582	1	
GO:0005575_cellular_component	Krtap19-9a	1	
GO:0005575_cellular_component	Gm10229	1	
GO:0005575_cellular_component	Scgb2a2	1	
GO:0005615_extracellular space	Gm2663	1	
GO:0005575_cellular_component	Gm10228	1	
GO:0005575_cellular_component	Gm2670	1	
GO:0005575_cellular_component	Gm2675	1	
GO:0005615_extracellular space	Gm10334	1	
GO:0005575_cellular_component	Gm11563	1	
GO:0005575_cellular_component	Krtap6-3	1	
GO:0005575_cellular_component	Gm2682	1	
GO:0005887_integral component of plasma membrane	Olfr157	1	
GO:0016021_integral component of membrane	Olfr157	1	
GO:0016021_integral component of membrane	Olfr157	1	
GO:0005575_cellular_component	Gm11595	1	
GO:0005575_cellular_component	Gm10061	1	
GO:0005575_cellular_component	Gm2694	1	
GO:0005575_cellular_component	Gm2703	1	
GO:0005575_cellular_component	3830408C21Rik	1	
GO:0005575_cellular_component	Gm11273	1	
GO:0005575_cellular_component	2810416G20Rik	1	
GO:0005634_nucleus	Gm20838	1	
GO:0005575_cellular_component	Gm2769	1	
GO:0005575_cellular_component	1700036A12Rik	1	
GO:0005575_cellular_component	Btbd35f19	1	
GO:0005575_cellular_component	Btbd35f26	1	
GO:0005634_nucleus	Mndal	1	
GO:0005634_nucleus	Mndal	1	
GO:0005730_nucleolus	Mndal	1	
GO:0005829_cytosol	Mndal	1	
GO:0016020_membrane	Mndal	1	
GO:0005575_cellular_component	Gm2788	1	
GO:0005575_cellular_component	Spin2f	1	
GO:0005575_cellular_component	Btbd35f2	1	
GO:0005634_nucleus	Gm20843	1	
GO:0005575_cellular_component	Gm13429	1	
GO:0005575_cellular_component	Gm2808	1	
GO:0005575_cellular_component	Gm2814	1	
GO:0005575_cellular_component	Gm2824	1	
GO:0005868_cytoplasmic dynein complex	Dynlt1f	1	
GO:0005881_cytoplasmic microtubule	Dynlt1f	1	
GO:0099503_secretory vesicle	Dynlt1f	1	
GO:0005575_cellular_component	Btbd35f5	1	
GO:0005868_cytoplasmic dynein complex	Dynlt1c	1	
